,healthy_GSM4205771,healthy_GSM4205772,healthy_GSM4205773,healthy_GSM4205774,disease_GSM4205775,disease_GSM4205776,disease_GSM4205777,disease_GSM4205778
ENSG00000134460,0,0,0,0,0,0,0,0
ENSG00000134461,7,21,14,11,2,11,10,22
ENSG00000134463,3,41,9,13,1,4,3,1
ENSG00000134470,4,11,12,10,2,5,3,0
ENSG00000134480,19,63,65,14,23,22,43,23
ENSG00000134489,0,0,0,0,0,0,0,0
ENSG00000134490,4,16,12,4,2,11,11,14
ENSG00000134504,9,38,11,14,2,7,4,7
ENSG00000134508,38,55,43,26,8,11,14,8
ENSG00000134516,3,11,6,5,0,2,3,7
ENSG00000134531,522,1677,890,683,450,438,391,398
ENSG00000134532,4,3,20,12,0,10,9,25
ENSG00000134533,0,0,0,0,1,1,0,2
ENSG00000134538,0,0,0,0,0,0,0,0
ENSG00000134539,1,0,0,0,0,2,0,0
ENSG00000134545,0,0,0,0,0,0,0,0
ENSG00000134548,0,0,0,0,0,1,0,0
ENSG00000134551,0,0,0,0,0,0,0,0
ENSG00000134569,0,1,6,0,1,7,7,0
ENSG00000134571,0,0,0,0,0,0,0,0
ENSG00000134574,39,130,61,39,45,71,47,60
ENSG00000134575,56,123,43,40,78,42,27,64
ENSG00000134588,0,0,0,0,0,0,0,0
ENSG00000134590,484,978,465,377,475,474,409,477
ENSG00000134594,0,3,0,0,1,2,0,1
ENSG00000134595,0,0,0,0,1,1,3,2
ENSG00000134597,91,222,132,74,98,69,73,88
ENSG00000134602,0,0,0,0,2,3,2,2
ENSG00000134627,0,0,0,0,0,0,0,0
ENSG00000134640,0,0,0,0,0,0,0,0
ENSG00000134644,83,259,196,87,111,134,124,151
ENSG00000134668,228,421,194,128,199,139,155,169
ENSG00000134684,101,228,90,62,127,125,100,111
ENSG00000134686,76,169,89,51,52,66,57,40
ENSG00000134690,59,216,150,119,34,46,50,79
ENSG00000134697,247,762,312,214,308,253,216,283
ENSG00000134698,13,58,14,15,27,24,14,29
ENSG00000134709,0,0,0,0,0,0,0,0
ENSG00000134716,0,0,0,0,0,0,0,1
ENSG00000134717,50,146,66,60,29,44,62,52
ENSG00000134744,10,37,40,45,36,57,46,57
ENSG00000134748,39,101,56,27,47,56,40,65
ENSG00000134755,0,0,0,0,0,0,0,0
ENSG00000134757,0,0,0,0,0,0,0,0
ENSG00000134758,7,7,19,12,10,8,7,5
ENSG00000134759,80,234,81,50,107,92,80,93
ENSG00000134760,0,1,0,0,0,0,0,0
ENSG00000134762,0,0,0,0,1,1,2,3
ENSG00000134765,0,0,0,0,0,0,0,0
ENSG00000134769,6,11,5,4,22,36,32,42
ENSG00000134775,10,54,40,8,9,20,12,6
ENSG00000134779,135,392,114,143,160,133,126,139
ENSG00000134780,0,5,1,1,0,0,1,5
ENSG00000134802,39,105,62,30,35,38,29,19
ENSG00000134809,63,207,67,54,24,54,29,43
ENSG00000134812,0,0,0,0,0,0,0,0
ENSG00000134815,19,19,12,8,13,20,15,13
ENSG00000134817,0,0,0,0,0,0,0,0
ENSG00000134824,19,70,26,14,136,98,66,103
ENSG00000134825,189,569,295,216,388,500,388,506
ENSG00000134827,0,0,0,0,0,0,0,0
ENSG00000134830,0,0,0,0,0,0,1,0
ENSG00000134851,53,145,83,65,67,74,71,66
ENSG00000134852,102,199,117,76,83,90,84,93
ENSG00000134853,172,443,271,248,316,381,315,227
ENSG00000134864,4,25,0,8,5,2,8,5
ENSG00000134871,63,178,114,79,152,166,148,140
ENSG00000134873,0,0,0,0,0,0,0,0
ENSG00000134874,57,200,155,117,79,124,94,143
ENSG00000134882,46,96,44,51,86,53,54,53
ENSG00000134884,144,415,354,202,213,309,268,355
ENSG00000134897,66,105,47,52,79,65,57,69
ENSG00000134899,79,212,96,60,82,68,73,69
ENSG00000134900,68,205,103,66,86,105,106,134
ENSG00000134901,2,14,9,12,1,4,6,4
ENSG00000134905,42,165,66,41,99,89,63,89
ENSG00000134909,16,16,23,8,6,15,5,18
ENSG00000134910,151,320,122,132,136,116,129,113
ENSG00000134917,31,68,45,31,64,63,58,79
ENSG00000134940,0,0,0,0,0,0,0,0
ENSG00000134954,31,70,44,37,23,33,36,38
ENSG00000134955,2,4,0,0,6,1,2,1
ENSG00000134962,2,0,0,0,0,0,0,0
ENSG00000134970,39,116,48,50,30,45,41,30
ENSG00000134982,51,122,161,142,51,100,111,124
ENSG00000134986,31,97,34,37,129,96,82,163
ENSG00000134987,19,94,69,64,39,67,39,50
ENSG00000134996,21,48,21,17,11,17,13,6
ENSG00000135002,44,162,94,66,43,57,42,24
ENSG00000135018,124,395,156,137,164,141,130,144
ENSG00000135040,52,133,52,34,47,65,71,53
ENSG00000135045,12,29,31,28,12,13,16,5
ENSG00000135046,441,1242,479,374,341,286,259,321
ENSG00000135047,81,309,185,154,66,139,124,82
ENSG00000135048,47,79,53,31,37,63,46,54
ENSG00000135049,1,11,22,5,8,18,19,22
ENSG00000135052,19,44,20,20,26,37,33,37
ENSG00000135063,0,0,0,0,0,0,0,0
ENSG00000135069,20,70,58,29,47,73,74,68
ENSG00000135070,26,71,19,22,16,13,15,13
ENSG00000135074,39,48,38,23,57,48,38,36
ENSG00000135077,2,2,0,0,1,1,0,0
ENSG00000135083,0,0,1,0,4,5,1,5
ENSG00000135090,354,1085,533,279,333,324,265,385
ENSG00000135093,14,10,9,18,11,17,6,13
ENSG00000135094,0,0,0,0,0,0,0,0
ENSG00000135097,0,0,0,0,0,0,0,0
ENSG00000135100,0,0,0,0,0,0,0,0
ENSG00000135108,22,117,66,41,34,41,44,66
ENSG00000135111,151,472,414,217,222,329,275,367
ENSG00000135114,0,2,0,0,0,1,0,0
ENSG00000135116,0,0,0,0,0,0,0,0
ENSG00000135119,6,14,2,3,8,5,3,8
ENSG00000135124,7,25,8,10,8,13,8,13
ENSG00000135127,0,0,0,0,0,0,0,0
ENSG00000135144,0,0,0,0,0,0,0,0
ENSG00000135148,14,33,13,10,31,53,41,28
ENSG00000135164,16,21,34,19,14,21,28,31
ENSG00000135175,0,0,0,0,0,0,0,0
ENSG00000135185,1,18,6,6,10,6,2,0
ENSG00000135205,9,11,0,2,6,13,14,10
ENSG00000135211,35,104,60,25,26,35,23,37
ENSG00000135218,4,16,14,3,1,0,0,0
ENSG00000135220,0,0,0,0,0,0,0,0
ENSG00000135222,0,0,0,0,0,0,0,0
ENSG00000135226,0,0,0,0,0,0,0,0
ENSG00000135241,32,85,59,34,37,39,53,53
ENSG00000135245,18,69,30,36,62,36,32,38
ENSG00000135248,0,0,0,0,0,0,0,0
ENSG00000135249,13,34,22,18,3,11,8,7
ENSG00000135250,129,270,197,119,163,196,155,247
ENSG00000135253,0,0,0,0,0,0,0,0
ENSG00000135269,18,60,57,41,23,28,26,65
ENSG00000135272,64,195,112,77,101,110,106,83
ENSG00000135297,16,31,19,4,17,10,11,9
ENSG00000135298,0,0,0,0,0,0,0,1
ENSG00000135299,0,0,0,0,0,0,2,0
ENSG00000135312,0,0,0,0,0,0,0,0
ENSG00000135314,5,21,3,8,5,5,5,8
ENSG00000135315,11,22,20,22,19,34,36,50
ENSG00000135316,406,1152,805,452,463,547,480,675
ENSG00000135317,64,153,88,63,67,80,69,88
ENSG00000135318,260,959,561,344,315,409,404,388
ENSG00000135324,0,0,0,0,0,0,0,0
ENSG00000135333,0,0,0,0,0,0,0,0
ENSG00000135334,24,64,31,26,23,13,20,24
ENSG00000135336,11,37,37,24,12,22,10,19
ENSG00000135338,7,22,15,9,7,17,11,19
ENSG00000135341,80,256,142,90,63,114,109,135
ENSG00000135346,3,6,10,7,0,0,0,1
ENSG00000135355,0,0,0,0,0,0,0,0
ENSG00000135362,2,0,0,0,1,1,1,1
ENSG00000135363,0,0,0,0,0,0,0,0
ENSG00000135365,22,53,56,73,29,76,55,109
ENSG00000135372,86,276,162,112,110,126,100,132
ENSG00000135373,0,2,2,0,0,0,0,0
ENSG00000135374,0,1,0,0,0,0,0,0
ENSG00000135378,0,0,0,0,0,0,1,0
ENSG00000135387,100,306,260,200,142,136,135,182
ENSG00000135390,525,1741,712,529,907,754,596,671
ENSG00000135392,4,22,19,3,4,12,1,17
ENSG00000135404,5585,13524,5832,4548,5712,6204,5522,6785
ENSG00000135406,0,1,0,0,0,1,0,1
ENSG00000135407,0,0,0,0,1,4,0,4
ENSG00000135409,0,0,0,0,0,0,0,0
ENSG00000135413,0,0,0,0,0,0,0,0
ENSG00000135414,75,127,55,58,77,54,45,77
ENSG00000135423,0,0,0,0,0,0,0,0
ENSG00000135424,93,283,63,34,122,127,64,98
ENSG00000135426,0,0,0,0,0,0,1,0
ENSG00000135436,0,2,0,0,1,0,1,0
ENSG00000135437,2,5,0,11,3,3,1,1
ENSG00000135439,1,0,0,0,1,1,0,0
ENSG00000135441,100,307,92,56,157,99,169,168
ENSG00000135443,0,0,0,0,0,0,0,0
ENSG00000135446,185,445,175,128,202,190,189,281
ENSG00000135447,0,0,0,0,0,0,0,0
ENSG00000135451,11,36,11,5,15,8,7,9
ENSG00000135452,36,70,38,30,31,28,38,19
ENSG00000135454,6,12,12,5,5,6,8,7
ENSG00000135457,53,124,69,43,64,85,56,62
ENSG00000135469,7,10,7,11,10,6,9,7
ENSG00000135472,0,0,0,0,1,1,0,2
ENSG00000135473,8,7,4,0,1,4,3,4
ENSG00000135476,1,23,5,8,5,4,5,4
ENSG00000135480,40,82,67,22,9,5,17,22
ENSG00000135482,5,15,0,6,14,15,16,11
ENSG00000135486,384,1242,517,472,489,511,414,483
ENSG00000135502,2,5,3,0,3,1,1,7
ENSG00000135503,20,26,31,23,12,18,10,18
ENSG00000135506,150,454,145,90,253,211,146,246
ENSG00000135517,0,0,0,0,0,0,0,0
ENSG00000135519,0,0,0,0,0,0,0,0
ENSG00000135521,83,196,113,110,71,100,79,93
ENSG00000135525,0,0,14,0,1,0,1,1
ENSG00000135535,88,247,123,79,82,117,94,74
ENSG00000135537,4,3,7,1,5,5,4,5
ENSG00000135540,16,47,14,14,13,25,14,9
ENSG00000135541,50,157,108,82,66,86,55,90
ENSG00000135547,0,0,0,0,0,0,0,0
ENSG00000135549,0,0,7,2,0,3,0,3
ENSG00000135569,0,0,0,0,0,0,0,0
ENSG00000135577,0,0,0,0,0,0,0,0
ENSG00000135587,0,8,2,6,5,3,1,4
ENSG00000135596,27,121,41,23,60,63,41,35
ENSG00000135597,28,69,21,11,28,21,9,34
ENSG00000135604,0,0,2,2,1,2,4,0
ENSG00000135605,1,0,0,4,2,1,1,1
ENSG00000135617,17,61,25,24,16,14,4,15
ENSG00000135622,8,10,1,5,12,5,11,8
ENSG00000135624,326,928,327,252,406,340,293,330
ENSG00000135625,0,0,0,0,0,0,0,0
ENSG00000135631,152,354,162,143,176,172,143,223
ENSG00000135632,22,32,25,10,22,11,20,25
ENSG00000135636,2,0,0,0,0,0,0,1
ENSG00000135637,13,43,11,1,12,13,4,21
ENSG00000135638,0,0,0,0,0,0,0,0
ENSG00000135643,0,2,0,0,0,0,0,0
ENSG00000135655,42,63,71,57,47,58,70,74
ENSG00000135677,89,265,143,83,179,105,91,116
ENSG00000135678,8,7,9,8,30,47,38,53
ENSG00000135679,153,333,177,92,94,108,71,104
ENSG00000135686,73,189,116,65,75,96,94,128
ENSG00000135697,0,0,0,0,0,0,0,0
ENSG00000135698,354,775,424,254,151,117,92,187
ENSG00000135702,0,0,0,0,0,0,0,0
ENSG00000135709,22,53,20,10,23,11,14,18
ENSG00000135720,269,687,491,274,249,337,298,424
ENSG00000135722,0,0,0,0,0,0,0,0
ENSG00000135723,110,263,99,87,167,111,116,165
ENSG00000135736,4,4,12,5,25,11,3,11
ENSG00000135740,3,15,0,5,12,3,2,6
ENSG00000135744,0,0,0,0,1,1,0,0
ENSG00000135747,0,0,0,0,0,1,2,0
ENSG00000135749,43,57,24,29,81,52,33,70
ENSG00000135750,0,0,0,2,1,4,3,1
ENSG00000135763,12,7,7,5,1,5,8,3
ENSG00000135766,13,75,25,14,26,24,17,19
ENSG00000135773,0,1,0,0,0,0,0,0
ENSG00000135775,17,25,24,17,7,13,14,27
ENSG00000135776,5,22,12,11,0,5,5,1
ENSG00000135778,51,165,59,39,63,73,65,54
ENSG00000135801,22,52,24,42,13,23,23,17
ENSG00000135821,69,157,65,62,78,92,92,87
ENSG00000135823,40,88,51,30,36,37,26,60
ENSG00000135824,0,0,0,0,0,0,0,0
ENSG00000135828,4,14,9,8,2,14,13,9
ENSG00000135829,53,208,271,158,58,135,144,160
ENSG00000135835,3,27,7,9,13,12,10,19
ENSG00000135837,86,226,207,155,97,204,201,245
ENSG00000135838,0,0,0,0,0,2,0,0
ENSG00000135842,165,412,329,160,152,198,182,263
ENSG00000135845,29,78,19,14,38,22,32,18
ENSG00000135862,137,301,394,240,233,365,309,510
ENSG00000135870,30,76,67,61,36,46,48,93
ENSG00000135898,0,0,0,0,2,0,0,0
ENSG00000135899,18,58,24,20,16,34,20,35
ENSG00000135900,17,79,18,13,15,33,8,26
ENSG00000135902,0,0,0,0,0,0,0,0
ENSG00000135903,0,0,0,1,3,0,0,0
ENSG00000135905,13,45,38,43,18,36,26,48
ENSG00000135912,16,15,2,4,14,11,8,11
ENSG00000135913,14,38,27,16,26,37,29,33
ENSG00000135914,0,0,5,2,0,1,0,0
ENSG00000135916,11,29,15,24,24,36,40,33
ENSG00000135917,0,0,0,0,0,0,0,0
ENSG00000135919,9,16,30,41,127,140,132,146
ENSG00000135924,53,138,17,40,69,55,53,75
ENSG00000135925,0,0,0,0,0,0,0,0
ENSG00000135926,123,339,202,190,134,159,88,111
ENSG00000135929,3,16,15,3,16,27,11,20
ENSG00000135930,137,363,274,171,202,210,191,256
ENSG00000135931,39,90,77,51,100,86,79,102
ENSG00000135932,40,118,58,38,48,37,48,30
ENSG00000135940,237,835,288,205,416,321,323,383
ENSG00000135945,14,40,34,13,19,38,29,46
ENSG00000135951,1,20,0,0,3,2,2,3
ENSG00000135953,0,8,12,0,9,6,1,6
ENSG00000135956,172,244,88,64,108,105,68,108
ENSG00000135960,0,0,0,0,0,0,0,0
ENSG00000135966,31,79,49,40,23,37,33,34
ENSG00000135968,60,124,177,104,56,108,120,177
ENSG00000135972,40,109,92,42,28,45,29,53
ENSG00000135973,0,0,0,0,0,0,0,0
ENSG00000135974,19,46,98,44,16,36,33,61
ENSG00000135976,16,27,17,18,13,37,30,61
ENSG00000135999,11,39,25,21,19,29,28,36
ENSG00000136002,0,4,0,2,0,2,0,0
ENSG00000136003,86,260,119,89,90,142,108,102
ENSG00000136010,14,21,56,27,24,62,50,96
ENSG00000136011,0,0,0,0,0,0,0,0
ENSG00000136014,44,132,74,50,15,39,39,29
ENSG00000136021,65,249,105,64,65,82,93,109
ENSG00000136026,1109,2591,1319,867,1095,1101,1104,1359
ENSG00000136040,0,1,0,0,0,0,4,4
ENSG00000136044,21,70,24,31,21,72,43,86
ENSG00000136045,253,588,268,203,228,193,210,244
ENSG00000136048,114,321,172,99,148,138,113,140
ENSG00000136051,53,107,87,86,48,89,80,93
ENSG00000136052,1,1,6,4,6,9,9,6
ENSG00000136059,1,8,0,0,3,1,2,0
ENSG00000136068,156,315,206,94,155,136,115,141
ENSG00000136098,18,24,35,16,7,30,18,23
ENSG00000136099,0,0,0,0,0,0,0,0
ENSG00000136100,22,75,64,78,44,61,47,67
ENSG00000136104,13,69,33,24,23,30,32,24
ENSG00000136108,57,137,126,99,34,58,67,72
ENSG00000136110,0,0,0,0,0,0,0,1
ENSG00000136111,13,46,40,13,28,27,21,32
ENSG00000136114,5,32,16,29,7,13,6,9
ENSG00000136122,5,16,6,1,9,10,3,9
ENSG00000136141,13,55,36,23,26,40,29,36
ENSG00000136143,14,37,9,9,6,16,13,8
ENSG00000136144,15,43,11,10,12,8,6,3
ENSG00000136146,80,251,137,93,81,119,133,155
ENSG00000136147,29,122,89,51,50,61,75,81
ENSG00000136152,7,29,12,6,14,11,5,7
ENSG00000136153,463,1313,904,572,362,551,475,600
ENSG00000136155,0,0,0,0,0,0,0,0
ENSG00000136156,133,348,206,181,183,233,205,259
ENSG00000136158,41,72,47,30,26,20,23,20
ENSG00000136159,17,71,35,39,18,24,10,27
ENSG00000136160,1,1,0,0,1,1,0,0
ENSG00000136161,5,8,10,4,4,6,5,8
ENSG00000136167,0,0,0,0,0,0,0,0
ENSG00000136169,9,20,11,17,21,23,27,21
ENSG00000136193,90,328,211,142,96,145,154,134
ENSG00000136197,0,4,0,0,0,1,3,2
ENSG00000136205,40,130,94,46,56,59,64,62
ENSG00000136206,0,0,0,0,0,0,0,0
ENSG00000136213,36,89,31,24,53,44,33,26
ENSG00000136231,46,78,149,117,13,36,53,72
ENSG00000136235,8,25,14,2,16,19,14,14
ENSG00000136237,0,2,0,1,0,0,0,0
ENSG00000136238,909,2137,989,713,980,1054,855,1125
ENSG00000136240,240,684,357,249,347,331,319,295
ENSG00000136243,11,13,16,5,9,8,3,11
ENSG00000136244,0,0,3,0,0,0,0,0
ENSG00000136247,54,146,21,30,59,61,41,84
ENSG00000136250,0,0,0,0,0,0,0,0
ENSG00000136261,65,265,165,88,83,106,83,110
ENSG00000136267,0,0,0,0,0,0,0,0
ENSG00000136270,34,94,37,28,32,44,39,37
ENSG00000136271,38,96,25,36,35,44,37,42
ENSG00000136273,9,63,28,11,27,20,15,28
ENSG00000136274,17,22,4,6,31,44,40,68
ENSG00000136275,0,0,1,3,1,1,1,5
ENSG00000136279,155,340,132,126,173,132,103,154
ENSG00000136280,36,114,50,36,52,45,27,41
ENSG00000136286,0,0,0,0,0,0,0,0
ENSG00000136295,74,163,101,54,62,95,88,79
ENSG00000136297,0,0,0,0,0,0,0,0
ENSG00000136305,1,0,0,0,0,0,2,0
ENSG00000136315,0,0,0,0,0,0,0,0
ENSG00000136319,8,33,18,5,11,17,9,13
ENSG00000136327,0,0,0,0,0,0,0,0
ENSG00000136352,0,0,0,0,0,0,0,0
ENSG00000136367,0,1,0,2,7,2,6,4
ENSG00000136371,1,6,20,2,8,4,7,11
ENSG00000136378,2,1,12,1,3,2,6,5
ENSG00000136379,92,131,158,94,73,114,74,96
ENSG00000136381,82,223,95,56,98,69,62,101
ENSG00000136383,0,0,0,0,0,0,0,0
ENSG00000136404,2,10,0,0,8,2,3,4
ENSG00000136425,2,2,7,0,8,2,3,1
ENSG00000136436,93,245,139,85,82,134,121,115
ENSG00000136444,20,42,23,6,34,21,15,16
ENSG00000136448,324,804,270,197,343,218,207,333
ENSG00000136449,0,0,0,0,0,0,1,3
ENSG00000136450,113,399,274,230,105,137,131,112
ENSG00000136451,69,155,157,87,95,112,117,130
ENSG00000136457,0,0,0,0,0,0,0,0
ENSG00000136463,35,126,43,33,60,42,35,46
ENSG00000136478,23,85,47,17,29,20,31,32
ENSG00000136485,306,596,328,253,304,268,262,436
ENSG00000136487,0,0,0,0,0,0,0,0
ENSG00000136488,0,0,0,0,0,0,0,0
ENSG00000136490,9,20,4,1,16,12,15,26
ENSG00000136492,4,26,15,20,16,9,11,6
ENSG00000136504,39,82,55,34,35,69,72,57
ENSG00000136514,0,0,0,0,4,2,7,3
ENSG00000136518,11,58,58,30,19,19,28,28
ENSG00000136521,56,190,100,65,57,51,68,63
ENSG00000136522,57,207,64,88,52,41,75,48
ENSG00000136527,150,396,269,150,197,183,174,188
ENSG00000136531,3,0,0,0,2,11,7,10
ENSG00000136535,0,0,0,0,0,0,0,0
ENSG00000136536,51,147,121,78,84,118,79,78
ENSG00000136541,0,0,0,0,0,0,0,0
ENSG00000136542,199,549,384,217,190,284,237,282
ENSG00000136546,3,0,1,0,8,13,18,16
ENSG00000136560,10,56,25,8,16,20,16,23
ENSG00000136573,0,0,0,0,0,0,0,0
ENSG00000136574,0,0,0,0,0,0,0,0
ENSG00000136603,13,70,33,19,13,30,21,39
ENSG00000136628,128,433,432,287,149,313,306,354
ENSG00000136630,13,24,16,7,42,45,30,37
ENSG00000136631,36,62,21,30,26,22,32,33
ENSG00000136634,0,0,0,0,0,0,0,0
ENSG00000136636,56,143,129,68,103,134,109,145
ENSG00000136643,14,43,33,17,36,31,28,39
ENSG00000136682,0,2,19,3,0,8,8,5
ENSG00000136688,0,0,0,0,0,0,0,0
ENSG00000136689,0,0,0,0,0,1,0,0
ENSG00000136694,0,0,0,0,0,0,0,0
ENSG00000136695,0,0,0,0,0,0,0,0
ENSG00000136696,0,0,0,0,0,0,0,0
ENSG00000136697,0,0,0,0,0,0,0,0
ENSG00000136698,0,0,0,0,0,0,0,0
ENSG00000136699,113,151,80,94,0,0,3,4
ENSG00000136709,50,94,54,35,52,52,38,67
ENSG00000136710,41,47,46,45,44,41,59,42
ENSG00000136715,21,59,32,12,29,29,17,29
ENSG00000136717,20,46,34,20,36,30,28,45
ENSG00000136718,78,229,56,54,103,78,62,103
ENSG00000136720,20,71,61,21,42,44,32,38
ENSG00000136731,73,198,150,72,81,116,87,130
ENSG00000136732,52,174,56,41,203,168,154,189
ENSG00000136738,59,145,114,74,33,45,42,61
ENSG00000136750,0,0,0,0,0,0,0,0
ENSG00000136754,53,148,78,88,35,44,51,54
ENSG00000136758,99,327,257,143,88,107,109,123
ENSG00000136770,64,174,55,93,31,66,67,81
ENSG00000136783,23,81,40,36,40,29,41,26
ENSG00000136802,75,251,132,65,96,81,61,86
ENSG00000136807,1,9,11,3,11,11,3,7
ENSG00000136810,330,1288,896,539,289,335,341,176
ENSG00000136811,26,87,27,34,19,40,19,38
ENSG00000136813,131,276,207,158,147,174,157,225
ENSG00000136816,16,75,13,12,12,11,20,23
ENSG00000136819,93,306,160,123,99,111,101,109
ENSG00000136824,125,451,364,193,116,177,165,183
ENSG00000136826,2,18,15,15,10,7,6,7
ENSG00000136827,51,160,57,41,65,70,36,58
ENSG00000136828,0,0,0,2,0,4,0,0
ENSG00000136830,638,1923,774,511,973,851,641,792
ENSG00000136834,0,0,0,0,0,0,0,0
ENSG00000136839,0,0,0,0,0,0,0,0
ENSG00000136840,49,103,28,37,49,34,29,50
ENSG00000136842,0,1,0,0,6,8,12,7
ENSG00000136848,25,80,35,26,41,38,31,38
ENSG00000136854,39,79,36,14,28,38,19,38
ENSG00000136856,35,72,54,28,34,30,22,24
ENSG00000136859,50,131,102,41,183,217,198,215
ENSG00000136861,67,172,149,94,120,168,145,245
ENSG00000136866,2,3,2,8,0,1,3,5
ENSG00000136867,3,12,4,10,2,4,4,3
ENSG00000136868,51,94,99,44,47,73,68,85
ENSG00000136869,0,0,0,0,2,0,0,2
ENSG00000136870,5,24,13,5,7,14,12,12
ENSG00000136872,0,0,0,0,0,0,0,0
ENSG00000136874,16,54,52,30,35,63,63,66
ENSG00000136875,35,84,82,50,42,39,42,62
ENSG00000136877,49,130,49,27,49,46,41,66
ENSG00000136878,7,12,3,2,7,20,7,19
ENSG00000136881,0,0,0,0,2,0,0,0
ENSG00000136883,0,0,0,0,0,0,0,0
ENSG00000136888,134,467,150,151,127,135,106,122
ENSG00000136891,29,78,38,44,23,34,41,17
ENSG00000136895,1,4,0,0,4,1,1,1
ENSG00000136897,13,39,13,19,15,17,12,20
ENSG00000136908,32,73,35,31,19,43,35,61
ENSG00000136918,0,0,0,0,0,0,0,0
ENSG00000136925,13,35,27,8,19,24,23,19
ENSG00000136928,2,4,2,4,0,1,2,3
ENSG00000136929,0,0,0,0,0,0,0,0
ENSG00000136930,574,1459,500,352,702,581,486,667
ENSG00000136931,0,0,0,0,0,0,0,0
ENSG00000136932,7,22,13,20,13,6,16,11
ENSG00000136933,38,147,73,32,58,36,49,63
ENSG00000136935,22,56,70,32,18,33,33,30
ENSG00000136936,61,138,77,79,57,60,48,75
ENSG00000136937,36,99,50,27,45,41,41,49
ENSG00000136938,432,1246,778,543,517,528,495,677
ENSG00000136939,0,0,0,0,0,0,0,0
ENSG00000136940,17,29,20,10,20,20,23,17
ENSG00000136942,1923,5504,1916,1251,2438,1812,1704,2405
ENSG00000136943,0,3,0,3,0,0,3,0
ENSG00000136944,0,0,0,0,0,0,0,0
ENSG00000136950,74,313,108,116,81,99,76,95
ENSG00000136960,54,156,78,69,22,26,29,48
ENSG00000136982,10,27,19,22,8,5,5,6
ENSG00000136986,47,74,75,42,39,47,58,61
ENSG00000136997,5,10,20,5,3,6,10,3
ENSG00000136999,5,9,4,14,11,38,31,38
ENSG00000137033,0,0,0,0,3,0,2,0
ENSG00000137038,55,217,69,94,80,86,101,103
ENSG00000137040,25,116,33,26,37,33,20,53
ENSG00000137054,23,90,31,43,34,42,44,51
ENSG00000137055,15,77,50,31,22,34,19,40
ENSG00000137070,37,76,25,5,103,56,47,86
ENSG00000137073,69,191,61,67,56,85,63,102
ENSG00000137074,73,175,95,59,61,67,53,73
ENSG00000137075,14,18,17,8,11,11,18,7
ENSG00000137076,571,1041,819,623,651,819,738,1118
ENSG00000137077,0,0,0,0,0,0,0,0
ENSG00000137078,2,3,0,0,0,0,0,0
ENSG00000137080,0,0,0,0,0,0,0,0
ENSG00000137090,0,4,0,0,0,0,0,0
ENSG00000137094,11,30,20,15,13,10,5,13
ENSG00000137098,2,3,1,0,2,0,2,0
ENSG00000137100,153,353,73,92,121,105,96,143
ENSG00000137101,0,0,0,0,2,0,0,0
ENSG00000137103,27,49,32,19,24,25,10,33
ENSG00000137106,121,375,119,92,126,144,106,109
ENSG00000137124,30,83,38,31,89,45,31,46
ENSG00000137133,72,205,63,33,93,75,54,89
ENSG00000137135,0,9,0,4,2,2,1,3
ENSG00000137142,0,0,0,0,0,0,0,0
ENSG00000137145,33,53,52,31,58,40,46,49
ENSG00000137154,3263,9618,4088,3338,4891,4738,4465,5289
ENSG00000137161,52,108,32,31,60,42,39,67
ENSG00000137166,12,30,11,10,10,8,10,6
ENSG00000137168,59,206,59,25,43,26,22,32
ENSG00000137171,0,4,0,2,6,3,5,3
ENSG00000137177,99,205,141,154,112,190,177,199
ENSG00000137185,12,22,14,2,10,6,7,9
ENSG00000137193,1,7,6,1,9,25,19,25
ENSG00000137198,20,33,15,12,24,15,16,9
ENSG00000137200,26,60,28,29,26,29,29,36
ENSG00000137203,0,0,4,1,5,11,5,5
ENSG00000137204,0,0,0,0,0,0,0,0
ENSG00000137207,91,210,81,46,113,112,75,114
ENSG00000137210,34,126,130,87,48,81,72,69
ENSG00000137216,7,26,47,20,5,10,3,7
ENSG00000137218,0,0,7,0,2,0,0,0
ENSG00000137221,14,55,29,16,22,15,25,21
ENSG00000137225,0,0,0,0,0,0,0,0
ENSG00000137251,0,0,0,0,0,0,0,0
ENSG00000137252,0,0,0,0,0,0,0,0
ENSG00000137261,0,0,0,0,0,0,0,0
ENSG00000137265,0,0,0,0,0,0,0,0
ENSG00000137266,0,0,0,0,0,0,0,0
ENSG00000137267,126,387,167,97,179,179,130,131
ENSG00000137269,2,11,19,2,15,10,8,22
ENSG00000137270,0,0,0,0,0,0,0,0
ENSG00000137273,28,90,28,31,33,54,41,25
ENSG00000137274,6,39,26,16,14,24,18,18
ENSG00000137275,30,123,61,58,26,43,34,49
ENSG00000137285,0,0,0,0,2,0,0,5
ENSG00000137288,112,319,138,99,128,146,124,129
ENSG00000137309,1852,3573,1826,1219,2008,1501,1426,1856
ENSG00000137310,52,96,39,29,25,24,25,34
ENSG00000137312,364,830,217,170,368,320,239,296
ENSG00000137331,280,543,152,148,820,565,418,718
ENSG00000137337,19,35,25,25,33,35,18,41
ENSG00000137338,12,20,7,11,4,11,10,12
ENSG00000137343,5,17,17,8,11,5,12,18
ENSG00000137364,26,67,44,46,36,28,37,35
ENSG00000137392,0,0,0,0,0,0,0,0
ENSG00000137393,0,2,3,0,1,0,1,2
ENSG00000137404,26,81,45,16,39,32,36,33
ENSG00000137409,574,1574,556,339,632,522,492,580
ENSG00000137411,17,25,9,8,26,16,12,10
